Venue Name	URL	Score	Issue Category	Severity	Issue Description	Recommended Improvement
K College	https://www.kentvenues.co.uk/venues/k-college	7	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
K College	https://www.kentvenues.co.uk/venues/k-college	7	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
K College	https://www.kentvenues.co.uk/venues/k-college	7	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
K College	https://www.kentvenues.co.uk/venues/k-college	7	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
K College	https://www.kentvenues.co.uk/venues/k-college	7	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
K College	https://www.kentvenues.co.uk/venues/k-college	7	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
K College	https://www.kentvenues.co.uk/venues/k-college	7	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
K College	https://www.kentvenues.co.uk/venues/k-college	7	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	contact	warning	"Missing social media link(s): Twitter/X, Instagram (shown as a dead ""#"" link)"	"Add the venue's Twitter/X and Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kennington Hall	https://www.kentvenues.co.uk/venues/kennington-hall	30	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Kent County Cricket Club	https://www.kentvenues.co.uk/venues/kent-county-cricket-club	73	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Kent County Cricket Club	https://www.kentvenues.co.uk/venues/kent-county-cricket-club	73	facilities	warning	Only 1 facilities listed (Parking)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Kent County Cricket Club	https://www.kentvenues.co.uk/venues/kent-county-cricket-club	73	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kent County Cricket Club	https://www.kentvenues.co.uk/venues/kent-county-cricket-club	73	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kent County Cricket Club	https://www.kentvenues.co.uk/venues/kent-county-cricket-club	73	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kent County Cricket Club	https://www.kentvenues.co.uk/venues/kent-county-cricket-club	73	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kent Event Centre	https://www.kentvenues.co.uk/venues/kent-event-centre	90	facilities	warning	Only 1 facilities listed (Parking)	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Kent Event Centre	https://www.kentvenues.co.uk/venues/kent-event-centre	90	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kent Event Centre	https://www.kentvenues.co.uk/venues/kent-event-centre	90	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kent Invicta Chamber of Commerce	https://www.kentvenues.co.uk/venues/kent-invicta-chamber-commerce	81	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kent Invicta Chamber of Commerce	https://www.kentvenues.co.uk/venues/kent-invicta-chamber-commerce	81	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	description	critical	Listing is unclaimed — the description is auto-generated boilerplate	"Claim the listing and replace the auto-generated text with a real description (200+ words) covering character, history, setting and unique selling points"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	description	warning	Description is very short (92 characters)	"Expand the description to at least 200 characters covering key details like venue style, setting, and ideal event types"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kent Life	https://www.kentvenues.co.uk/venues/kent-life	7	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	description	warning	Description is very short (55 characters)	"Expand the description to at least 200 characters covering key details like venue style, setting, and ideal event types"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	contact	warning	"Missing social media link(s): Instagram (shown as a dead ""#"" link)"	"Add the venue's Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kent Science Park	https://www.kentvenues.co.uk/venues/kent-science-park	18	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kenward Conference Centre	https://www.kentvenues.co.uk/venues/kenward-conference-centre	57	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kenward Conference Centre	https://www.kentvenues.co.uk/venues/kenward-conference-centre	57	photos	suggestion	Only 4 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Kenward Conference Centre	https://www.kentvenues.co.uk/venues/kenward-conference-centre	57	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kenward Conference Centre	https://www.kentvenues.co.uk/venues/kenward-conference-centre	57	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kenward Conference Centre	https://www.kentvenues.co.uk/venues/kenward-conference-centre	57	contact	warning	No social media links — all three social icons are unfilled placeholders	"Add the venue's Facebook, Twitter/X and Instagram profile URLs"
Kenward Conference Centre	https://www.kentvenues.co.uk/venues/kenward-conference-centre	57	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kenward Conference Centre	https://www.kentvenues.co.uk/venues/kenward-conference-centre	57	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	description	warning	Description could be more detailed (197 characters)	"Consider adding more details about the venue's atmosphere, capacity ranges, and unique features"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	contact	warning	"Missing social media link(s): Twitter/X (shown as a dead ""#"" link)"	"Add the venue's Twitter/X profile URL(s) — the placeholder ""#"" links look broken to visitors"
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kevington Hall	https://www.kentvenues.co.uk/venues/kevington-hall	20	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
King Charles Hotel	https://www.kentvenues.co.uk/venues/king-charles-hotel	56	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
King Charles Hotel	https://www.kentvenues.co.uk/venues/king-charles-hotel	56	facilities	warning	"Only 2 facilities listed (Restaurant, Bar)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
King Charles Hotel	https://www.kentvenues.co.uk/venues/king-charles-hotel	56	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
King Charles Hotel	https://www.kentvenues.co.uk/venues/king-charles-hotel	56	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
King Charles Hotel	https://www.kentvenues.co.uk/venues/king-charles-hotel	56	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
King Charles Hotel	https://www.kentvenues.co.uk/venues/king-charles-hotel	56	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
King Charles Hotel	https://www.kentvenues.co.uk/venues/king-charles-hotel	56	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Kingfisher House Business Centre	https://www.kentvenues.co.uk/venues/kingfisher-house-business-centre	63	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kingfisher House Business Centre	https://www.kentvenues.co.uk/venues/kingfisher-house-business-centre	63	facilities	warning	"Only 2 facilities listed (Wifi, Kitchen)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Kingfisher House Business Centre	https://www.kentvenues.co.uk/venues/kingfisher-house-business-centre	63	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kingfisher House Business Centre	https://www.kentvenues.co.uk/venues/kingfisher-house-business-centre	63	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kingfisher House Business Centre	https://www.kentvenues.co.uk/venues/kingfisher-house-business-centre	63	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kingfisher House Business Centre	https://www.kentvenues.co.uk/venues/kingfisher-house-business-centre	63	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kings Rochester Sports Centre	https://www.kentvenues.co.uk/venues/kings-rochester-sports-centre-hire	88	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Kings Rochester Sports Centre	https://www.kentvenues.co.uk/venues/kings-rochester-sports-centre-hire	88	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kingshill Barn	https://www.kentvenues.co.uk/venues/kingshill-barn	28	facilities	suggestion	Large venue has no individual rooms/spaces listed	"Break the venue into bookable spaces with individual descriptions, capacities, and photos"
Kingshill Farm at Elmley Nature Reserve	https://www.kentvenues.co.uk/venues/kingshill-farm-at-elmley-nature-reserve	41	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kingshill Farm at Elmley Nature Reserve	https://www.kentvenues.co.uk/venues/kingshill-farm-at-elmley-nature-reserve	41	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kingshill Farm at Elmley Nature Reserve	https://www.kentvenues.co.uk/venues/kingshill-farm-at-elmley-nature-reserve	41	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Kingshill Farm at Elmley Nature Reserve	https://www.kentvenues.co.uk/venues/kingshill-farm-at-elmley-nature-reserve	41	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Kingshill Farm at Elmley Nature Reserve	https://www.kentvenues.co.uk/venues/kingshill-farm-at-elmley-nature-reserve	41	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kingshill Farm at Elmley Nature Reserve	https://www.kentvenues.co.uk/venues/kingshill-farm-at-elmley-nature-reserve	41	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kingshill Farm at Elmley Nature Reserve	https://www.kentvenues.co.uk/venues/kingshill-farm-at-elmley-nature-reserve	41	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	photos	warning	Only 2 photo(s) on the listing	"Add more photos — listings with 5+ images convert significantly better. Cover different spaces, angles, and event set-ups"
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Kingswood - Grosvenor Hall	https://www.kentvenues.co.uk/venues/kingswood-grosvenor-hall	35	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Knole Park Golf Club Ltd	https://www.kentvenues.co.uk/venues/knole-park-golf-club-ltd	58	description	warning	Description could be more detailed (189 characters)	"Consider adding more details about the venue's atmosphere, capacity ranges, and unique features"
Knole Park Golf Club Ltd	https://www.kentvenues.co.uk/venues/knole-park-golf-club-ltd	58	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Knole Park Golf Club Ltd	https://www.kentvenues.co.uk/venues/knole-park-golf-club-ltd	58	photos	suggestion	Only 3 photos — could add more	"Aim for 8-10 photos covering exterior, each main space, and example event set-ups"
Knole Park Golf Club Ltd	https://www.kentvenues.co.uk/venues/knole-park-golf-club-ltd	58	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Knole Park Golf Club Ltd	https://www.kentvenues.co.uk/venues/knole-park-golf-club-ltd	58	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Knole Park Golf Club Ltd	https://www.kentvenues.co.uk/venues/knole-park-golf-club-ltd	58	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Knole Park Golf Club Ltd	https://www.kentvenues.co.uk/venues/knole-park-golf-club-ltd	58	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	facilities	warning	"Only 2 facilities listed (Bar, Restaurant)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	contact	warning	"Missing social media link(s): Twitter/X (shown as a dead ""#"" link)"	"Add the venue's Twitter/X profile URL(s) — the placeholder ""#"" links look broken to visitors"
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Knowle Country House	https://www.kentvenues.co.uk/venues/knowle-country-house	51	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	facilities	warning	"Only 2 facilities listed (Wifi, Parking)"	"Expand the amenities list to include everything guests would want to know — WiFi, AV, parking, catering options, accessibility features"
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	catering	warning	No catering or food/drink information on the listing	"Clarify catering options: in-house catering, approved caterers list, BYO alcohol policy, and dietary accommodations"
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	contact	warning	"Missing social media link(s): Instagram (shown as a dead ""#"" link)"	"Add the venue's Instagram profile URL(s) — the placeholder ""#"" links look broken to visitors"
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
Knowlton Court	https://www.kentvenues.co.uk/venues/knowlton-court	51	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	photos	critical	No photographs on the listing	"Add a minimum of 5 high-quality photographs showing the venue exterior, main spaces, and set-up examples"
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	accommodation	info	No accommodation details on the listing	"If on-site accommodation exists, add room count, types and pricing. If not, mention nearby hotel options for wedding parties"
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	contact	critical	"No contact information at all — no email, no social media, no website link"	Add at minimum a contact email and the venue's website and social media links so enquirers can reach the venue directly
La Trappiste	https://www.kentvenues.co.uk/venues/la-trappiste	12	description	suggestion	No guest reviews or testimonials displayed	Collect and display client testimonials to build trust and credibility
Larkfield Priory Hotel	https://www.kentvenues.co.uk/venues/larkfield-priory-hotel	46	capacity	critical	No capacity information anywhere on the listing	"Add clear capacity figures: seated capacity, standing/reception capacity, and cabaret/boardroom/theatre layouts for each space"
Larkfield Priory Hotel	https://www.kentvenues.co.uk/venues/larkfield-priory-hotel	46	facilities	critical	No facilities or amenities listed	"Add a complete amenities list: WiFi, AV equipment, heating, air conditioning, kitchen access, etc."
Larkfield Priory Hotel	https://www.kentvenues.co.uk/venues/larkfield-priory-hotel	46	parking	warning	No parking information on the listing	"Add parking details: number of spaces, on-site vs nearby, disabled bays, EV charging, and any charges"
Larkfield Priory Hotel	https://www.kentvenues.co.uk/venues/larkfield-priory-hotel	46	accessibility	warning	No accessibility information on the listing	"Add accessibility details: wheelchair access, step-free routes, accessible toilets, hearing loops, and accessible parking bays"
Larkfield Priory Hotel	https://www.kentvenues.co.uk/venues/larkfield-priory-hotel	46	contact	suggestion	No venue website link on the listing	Embed or link the venue's own website so visitors can research further
Larkfield Priory Hotel	https://www.kentvenues.co.uk/venues/larkfield-priory-hotel	46	contact	suggestion	No phone number displayed	Add a direct phone number for enquirers who prefer to call
